EventName,Lap,Driver,GapToLeader_Secs,Event
,55.0,RUS,51.03,Dutch Grand Prix
,55.0,HAM,53.875,Dutch Grand Prix
,55.0,GAS,71.046,Dutch Grand Prix
,55.0,ALO,73.037,Dutch Grand Prix
,55.0,HUL,68.058,Dutch Grand Prix
,55.0,RIC,81.658,Dutch Grand Prix
,55.0,STR,78.988,Dutch Grand Prix
,55.0,ALB,110.226,Dutch Grand Prix
,55.0,OCO,94.971,Dutch Grand Prix
,55.0,SAR,106.645,Dutch Grand Prix
,55.0,TSU,107.243,Dutch Grand Prix
,55.0,MAG,107.605,Dutch Grand Prix
,55.0,BOT,123.962,Dutch Grand Prix
,55.0,ZHO,158.973,Dutch Grand Prix
,56.0,NOR,0.0,Dutch Grand Prix
,56.0,VER,15.575,Dutch Grand Prix
,56.0,LEC,22.374,Dutch Grand Prix
,56.0,PIA,23.565,Dutch Grand Prix
,56.0,SAI,30.8,Dutch Grand Prix
,56.0,PER,34.222,Dutch Grand Prix
,56.0,RUS,50.186,Dutch Grand Prix
,56.0,HAM,53.539,Dutch Grand Prix
,56.0,GAS,71.449,Dutch Grand Prix
,56.0,ALO,73.414,Dutch Grand Prix
,56.0,HUL,69.706,Dutch Grand Prix
,56.0,RIC,82.196,Dutch Grand Prix
,56.0,STR,79.568,Dutch Grand Prix
,56.0,ALB,110.744,Dutch Grand Prix
,56.0,OCO,96.107,Dutch Grand Prix
,56.0,SAR,108.143,Dutch Grand Prix
,56.0,TSU,108.67,Dutch Grand Prix
,56.0,MAG,110.543,Dutch Grand Prix
,56.0,BOT,126.997,Dutch Grand Prix
,56.0,ZHO,160.197,Dutch Grand Prix
,57.0,NOR,0.0,Dutch Grand Prix
,57.0,VER,15.721,Dutch Grand Prix
,57.0,LEC,22.481,Dutch Grand Prix
,57.0,PIA,23.786,Dutch Grand Prix
,57.0,SAI,30.585,Dutch Grand Prix
,57.0,PER,35.069,Dutch Grand Prix
,57.0,RUS,49.246,Dutch Grand Prix
,57.0,HAM,53.022,Dutch Grand Prix
,57.0,GAS,71.729,Dutch Grand Prix
,57.0,ALO,74.785,Dutch Grand Prix
,57.0,HUL,71.1,Dutch Grand Prix
,57.0,RIC,83.021,Dutch Grand Prix
,57.0,STR,80.632,Dutch Grand Prix
,57.0,ALB,111.774,Dutch Grand Prix
,57.0,OCO,100.727,Dutch Grand Prix
,57.0,SAR,109.762,Dutch Grand Prix
,57.0,TSU,111.643,Dutch Grand Prix
,57.0,MAG,112.578,Dutch Grand Prix
,57.0,BOT,130.593,Dutch Grand Prix
,57.0,ZHO,161.75,Dutch Grand Prix
,58.0,NOR,0.0,Dutch Grand Prix
,58.0,VER,15.978,Dutch Grand Prix
,58.0,LEC,22.863,Dutch Grand Prix
,58.0,PIA,23.76,Dutch Grand Prix
,58.0,SAI,29.994,Dutch Grand Prix
,58.0,PER,36.169,Dutch Grand Prix
,58.0,RUS,48.277,Dutch Grand Prix
,58.0,HAM,52.401,Dutch Grand Prix
,58.0,GAS,72.425,Dutch Grand Prix
,58.0,ALO,76.784,Dutch Grand Prix
,58.0,HUL,72.109,Dutch Grand Prix
,58.0,RIC,83.41,Dutch Grand Prix
,58.0,STR,81.283,Dutch Grand Prix
,58.0,ALB,112.716,Dutch Grand Prix
,58.0,OCO,101.565,Dutch Grand Prix
,58.0,SAR,113.336,Dutch Grand Prix
,58.0,TSU,113.458,Dutch Grand Prix
,58.0,MAG,114.042,Dutch Grand Prix
,58.0,BOT,131.564,Dutch Grand Prix
,58.0,ZHO,163.065,Dutch Grand Prix
,59.0,NOR,0.0,Dutch Grand Prix
,59.0,VER,16.131,Dutch Grand Prix
,59.0,LEC,22.774,Dutch Grand Prix
,59.0,PIA,23.833,Dutch Grand Prix
,59.0,SAI,29.503,Dutch Grand Prix
,59.0,PER,36.477,Dutch Grand Prix
,59.0,RUS,47.37,Dutch Grand Prix
,59.0,HAM,51.39,Dutch Grand Prix
,59.0,GAS,73.029,Dutch Grand Prix
,59.0,ALO,77.157,Dutch Grand Prix
,59.0,HUL,72.787,Dutch Grand Prix
,59.0,RIC,84.106,Dutch Grand Prix
,59.0,STR,81.813,Dutch Grand Prix
,59.0,ALB,112.524,Dutch Grand Prix
,59.0,OCO,102.372,Dutch Grand Prix
,59.0,SAR,115.197,Dutch Grand Prix
,59.0,TSU,115.468,Dutch Grand Prix
,59.0,MAG,115.943,Dutch Grand Prix
,59.0,BOT,132.81,Dutch Grand Prix
,59.0,ZHO,164.445,Dutch Grand Prix
,60.0,NOR,0.0,Dutch Grand Prix
,60.0,VER,16.613,Dutch Grand Prix
,60.0,LEC,23.171,Dutch Grand Prix
,60.0,PIA,24.306,Dutch Grand Prix
,60.0,SAI,29.85,Dutch Grand Prix
,60.0,PER,37.156,Dutch Grand Prix
,60.0,RUS,46.942,Dutch Grand Prix
,60.0,HAM,50.849,Dutch Grand Prix
,60.0,GAS,75.094,Dutch Grand Prix
,60.0,ALO,78.26,Dutch Grand Prix
,60.0,HUL,76.854,Dutch Grand Prix
,60.0,RIC,85.118,Dutch Grand Prix
,60.0,STR,82.919,Dutch Grand Prix
,60.0,ALB,112.609,Dutch Grand Prix
,60.0,OCO,103.483,Dutch Grand Prix
,60.0,SAR,117.273,Dutch Grand Prix
,60.0,TSU,117.755,Dutch Grand Prix
,60.0,MAG,118.03,Dutch Grand Prix
,60.0,BOT,134.931,Dutch Grand Prix
,60.0,ZHO,167.568,Dutch Grand Prix
,61.0,NOR,0.0,Dutch Grand Prix
,61.0,VER,16.961,Dutch Grand Prix
,61.0,LEC,23.128,Dutch Grand Prix
,61.0,PIA,24.272,Dutch Grand Prix
,61.0,SAI,30.048,Dutch Grand Prix
,61.0,PER,37.173,Dutch Grand Prix
,61.0,RUS,46.182,Dutch Grand Prix
,61.0,HAM,49.841,Dutch Grand Prix
,61.0,GAS,76.419,Dutch Grand Prix
,61.0,ALO,78.72,Dutch Grand Prix
,61.0,HUL,78.249,Dutch Grand Prix
,61.0,RIC,85.616,Dutch Grand Prix
,61.0,STR,83.321,Dutch Grand Prix
,61.0,ALB,112.82,Dutch Grand Prix
,61.0,OCO,105.952,Dutch Grand Prix
,61.0,SAR,119.017,Dutch Grand Prix
,61.0,TSU,119.319,Dutch Grand Prix
,61.0,MAG,119.984,Dutch Grand Prix
,61.0,BOT,136.219,Dutch Grand Prix
,61.0,ZHO,168.921,Dutch Grand Prix
,62.0,NOR,0.0,Dutch Grand Prix
,62.0,VER,16.894,Dutch Grand Prix
,62.0,LEC,22.705,Dutch Grand Prix
,62.0,PIA,24.096,Dutch Grand Prix
,62.0,SAI,30.118,Dutch Grand Prix
,62.0,PER,37.199,Dutch Grand Prix
,62.0,RUS,45.891,Dutch Grand Prix
,62.0,HAM,48.711,Dutch Grand Prix
,62.0,GAS,76.651,Dutch Grand Prix
,62.0,ALO,79.696,Dutch Grand Prix
,62.0,HUL,79.536,Dutch Grand Prix
,62.0,RIC,86.052,Dutch Grand Prix
,62.0,STR,83.796,Dutch Grand Prix
,62.0,ALB,112.659,Dutch Grand Prix
,62.0,OCO,106.942,Dutch Grand Prix
,62.0,SAR,121.229,Dutch Grand Prix
,62.0,TSU,122.084,Dutch Grand Prix
,62.0,MAG,123.739,Dutch Grand Prix
,62.0,BOT,137.806,Dutch Grand Prix
,62.0,ZHO,170.169,Dutch Grand Prix
,63.0,NOR,0.0,Dutch Grand Prix
,63.0,VER,17.672,Dutch Grand Prix
,63.0,LEC,23.548,Dutch Grand Prix
,63.0,PIA,24.751,Dutch Grand Prix
,63.0,SAI,30.625,Dutch Grand Prix
,63.0,PER,37.97,Dutch Grand Prix
,63.0,RUS,47.012,Dutch Grand Prix
,63.0,HAM,48.823,Dutch Grand Prix
,63.0,GAS,77.692,Dutch Grand Prix
,63.0,ALO,81.039,Dutch Grand Prix
,63.0,HUL,82.533,Dutch Grand Prix
,63.0,RIC,87.155,Dutch Grand Prix
,63.0,STR,85.178,Dutch Grand Prix
,63.0,ALB,113.632,Dutch Grand Prix
,63.0,OCO,108.25,Dutch Grand Prix
,63.0,SAR,124.746,Dutch Grand Prix
,63.0,TSU,125.349,Dutch Grand Prix
,63.0,MAG,125.828,Dutch Grand Prix
,63.0,BOT,139.869,Dutch Grand Prix
,63.0,ZHO,171.73,Dutch Grand Prix
,64.0,NOR,0.0,Dutch Grand Prix
,64.0,VER,18.101,Dutch Grand Prix
,64.0,LEC,23.664,Dutch Grand Prix
,64.0,PIA,24.825,Dutch Grand Prix
,64.0,SAI,30.372,Dutch Grand Prix
,64.0,PER,37.811,Dutch Grand Prix
,64.0,RUS,46.923,Dutch Grand Prix
,64.0,HAM,48.797,Dutch Grand Prix
,64.0,GAS,78.215,Dutch Grand Prix
,64.0,ALO,81.478,Dutch Grand Prix
,64.0,HUL,83.995,Dutch Grand Prix
,64.0,RIC,87.85,Dutch Grand Prix
,64.0,STR,86.145,Dutch Grand Prix
,64.0,ALB,113.468,Dutch Grand Prix
,64.0,OCO,109.145,Dutch Grand Prix
,64.0,SAR,126.322,Dutch Grand Prix
,64.0,TSU,126.795,Dutch Grand Prix
,64.0,MAG,127.335,Dutch Grand Prix
,64.0,BOT,141.372,Dutch Grand Prix
,64.0,ZHO,176.212,Dutch Grand Prix
,65.0,NOR,0.0,Dutch Grand Prix
,65.0,VER,18.307,Dutch Grand Prix
,65.0,LEC,23.759,Dutch Grand Prix
,65.0,PIA,25.091,Dutch Grand Prix
,65.0,SAI,30.258,Dutch Grand Prix
,65.0,PER,37.957,Dutch Grand Prix
,65.0,RUS,46.484,Dutch Grand Prix
,65.0,HAM,48.021,Dutch Grand Prix
,65.0,GAS,78.923,Dutch Grand Prix
,65.0,ALO,81.89,Dutch Grand Prix
,65.0,HUL,85.463,Dutch Grand Prix
,65.0,RIC,88.6,Dutch Grand Prix
,65.0,STR,87.07,Dutch Grand Prix
,65.0,ALB,113.784,Dutch Grand Prix
,65.0,OCO,110.1,Dutch Grand Prix
,65.0,SAR,127.954,Dutch Grand Prix
,65.0,TSU,128.428,Dutch Grand Prix
,65.0,MAG,129.216,Dutch Grand Prix
,65.0,BOT,142.82,Dutch Grand Prix
,65.0,ZHO,177.462,Dutch Grand Prix
,66.0,NOR,0.0,Dutch Grand Prix
,66.0,VER,18.735,Dutch Grand Prix
,66.0,LEC,24.017,Dutch Grand Prix
,66.0,PIA,25.106,Dutch Grand Prix
,66.0,SAI,30.384,Dutch Grand Prix
,66.0,PER,37.943,Dutch Grand Prix
,66.0,RUS,46.261,Dutch Grand Prix
,66.0,HAM,47.64,Dutch Grand Prix
,66.0,GAS,79.628,Dutch Grand Prix
,66.0,ALO,82.551,Dutch Grand Prix
,66.0,HUL,86.953,Dutch Grand Prix
,66.0,RIC,89.457,Dutch Grand Prix
,66.0,STR,88.269,Dutch Grand Prix
,66.0,ALB,114.255,Dutch Grand Prix
,66.0,OCO,111.247,Dutch Grand Prix
,66.0,SAR,129.798,Dutch Grand Prix
,66.0,TSU,130.216,Dutch Grand Prix
,66.0,MAG,130.853,Dutch Grand Prix
,66.0,BOT,144.675,Dutch Grand Prix
,66.0,ZHO,178.575,Dutch Grand Prix
,67.0,NOR,0.0,Dutch Grand Prix
,67.0,VER,19.298,Dutch Grand Prix
,67.0,LEC,24.1,Dutch Grand Prix
,67.0,PIA,25.393,Dutch Grand Prix
,67.0,SAI,30.794,Dutch Grand Prix
,67.0,PER,38.104,Dutch Grand Prix
,67.0,RUS,45.86,Dutch Grand Prix
,67.0,HAM,47.358,Dutch Grand Prix
,67.0,GAS,80.007,Dutch Grand Prix
,67.0,ALO,83.513,Dutch Grand Prix
,67.0,HUL,88.183,Dutch Grand Prix
,67.0,RIC,90.218,Dutch Grand Prix
,67.0,STR,89.515,Dutch Grand Prix
,67.0,ALB,114.566,Dutch Grand Prix
,67.0,OCO,113.965,Dutch Grand Prix
,67.0,SAR,131.272,Dutch Grand Prix
,67.0,TSU,131.864,Dutch Grand Prix
,67.0,MAG,132.488,Dutch Grand Prix
,67.0,BOT,146.376,Dutch Grand Prix
,67.0,ZHO,179.611,Dutch Grand Prix
,68.0,NOR,0.0,Dutch Grand Prix
,68.0,VER,19.69,Dutch Grand Prix
,68.0,LEC,24.273,Dutch Grand Prix
,68.0,PIA,25.51,Dutch Grand Prix
,68.0,SAI,31.185,Dutch Grand Prix
,68.0,PER,38.576,Dutch Grand Prix
,68.0,RUS,45.403,Dutch Grand Prix
,68.0,HAM,47.051,Dutch Grand Prix
,68.0,GAS,80.678,Dutch Grand Prix
,68.0,ALO,84.88,Dutch Grand Prix
,68.0,HUL,89.553,Dutch Grand Prix
,68.0,RIC,91.238,Dutch Grand Prix
,68.0,STR,90.841,Dutch Grand Prix
,68.0,ALB,114.916,Dutch Grand Prix
,68.0,OCO,114.715,Dutch Grand Prix
,68.0,SAR,132.983,Dutch Grand Prix
,68.0,TSU,133.396,Dutch Grand Prix
,68.0,MAG,133.878,Dutch Grand Prix
,68.0,BOT,148.11,Dutch Grand Prix
,68.0,ZHO,182.708,Dutch Grand Prix
,69.0,NOR,0.0,Dutch Grand Prix
,69.0,VER,20.005,Dutch Grand Prix
,69.0,LEC,24.629,Dutch Grand Prix
,69.0,PIA,25.936,Dutch Grand Prix
,69.0,SAI,31.658,Dutch Grand Prix
,69.0,PER,38.506,Dutch Grand Prix
,69.0,RUS,44.824,Dutch Grand Prix
,69.0,HAM,46.81,Dutch Grand Prix
,69.0,GAS,81.302,Dutch Grand Prix
,69.0,ALO,86.434,Dutch Grand Prix
,69.0,HUL,90.777,Dutch Grand Prix
,69.0,RIC,92.636,Dutch Grand Prix
,69.0,STR,92.129,Dutch Grand Prix
,69.0,ALB,115.136,Dutch Grand Prix
,69.0,OCO,117.276,Dutch Grand Prix
,69.0,SAR,135.328,Dutch Grand Prix
,69.0,TSU,135.548,Dutch Grand Prix
,69.0,MAG,135.811,Dutch Grand Prix
,69.0,BOT,150.737,Dutch Grand Prix
,69.0,ZHO,183.916,Dutch Grand Prix
,70.0,NOR,0.0,Dutch Grand Prix
,70.0,VER,20.287,Dutch Grand Prix
,70.0,LEC,24.523,Dutch Grand Prix
,70.0,PIA,26.079,Dutch Grand Prix
,70.0,SAI,31.888,Dutch Grand Prix
,70.0,PER,38.486,Dutch Grand Prix
,70.0,RUS,44.16,Dutch Grand Prix
,70.0,HAM,47.837,Dutch Grand Prix
,70.0,GAS,81.875,Dutch Grand Prix
,70.0,ALO,87.385,Dutch Grand Prix
,70.0,HUL,91.816,Dutch Grand Prix
,70.0,RIC,93.675,Dutch Grand Prix
,70.0,STR,93.416,Dutch Grand Prix
,70.0,ALB,115.101,Dutch Grand Prix
,70.0,OCO,119.756,Dutch Grand Prix
,70.0,SAR,137.163,Dutch Grand Prix
,70.0,TSU,137.58,Dutch Grand Prix
,70.0,MAG,138.238,Dutch Grand Prix
,70.0,BOT,152.072,Dutch Grand Prix
,70.0,ZHO,184.843,Dutch Grand Prix
,71.0,NOR,0.0,Dutch Grand Prix
,71.0,VER,20.824,Dutch Grand Prix
,71.0,LEC,24.491,Dutch Grand Prix
,71.0,PIA,26.062,Dutch Grand Prix
,71.0,SAI,31.323,Dutch Grand Prix
,71.0,PER,38.403,Dutch Grand Prix
,71.0,RUS,43.975,Dutch Grand Prix
,71.0,HAM,47.728,Dutch Grand Prix
,71.0,GAS,82.421,Dutch Grand Prix
,71.0,ALO,87.35,Dutch Grand Prix
,71.0,HUL,93.031,Dutch Grand Prix
,71.0,RIC,94.884,Dutch Grand Prix
,71.0,STR,94.529,Dutch Grand Prix
,71.0,ALB,114.528,Dutch Grand Prix
,71.0,OCO,120.695,Dutch Grand Prix
,71.0,SAR,138.356,Dutch Grand Prix
,71.0,TSU,138.963,Dutch Grand Prix
,71.0,MAG,139.524,Dutch Grand Prix
,72.0,NOR,0.0,Dutch Grand Prix
,72.0,VER,22.896,Dutch Grand Prix
,72.0,LEC,25.439,Dutch Grand Prix
,72.0,PIA,27.337,Dutch Grand Prix
,72.0,SAI,32.137,Dutch Grand Prix
,72.0,PER,39.542,Dutch Grand Prix
,72.0,RUS,44.617,Dutch Grand Prix
,72.0,HAM,49.599,Dutch Grand Prix
,1.0,LEC,0.556,Italian Grand Prix
,1.0,PIA,0.0,Italian Grand Prix
,1.0,NOR,1.348,Italian Grand Prix
,1.0,SAI,1.722,Italian Grand Prix
,1.0,HAM,2.051,Italian Grand Prix
,1.0,VER,2.731,Italian Grand Prix
,1.0,RUS,3.889,Italian Grand Prix
,1.0,PER,4.075,Italian Grand Prix
,1.0,ALB,4.342,Italian Grand Prix
,1.0,MAG,6.308,Italian Grand Prix
,1.0,ALO,4.788,Italian Grand Prix
,1.0,COL,8.262,Italian Grand Prix
,1.0,RIC,5.481,Italian Grand Prix
,1.0,OCO,7.809,Italian Grand Prix
,1.0,GAS,7.25,Italian Grand Prix
,1.0,BOT,8.752,Italian Grand Prix
,1.0,HUL,7.896,Italian Grand Prix
,1.0,ZHO,9.109,Italian Grand Prix
,1.0,STR,8.187,Italian Grand Prix
,1.0,TSU,7.612,Italian Grand Prix
,2.0,LEC,0.836,Italian Grand Prix
,2.0,PIA,0.0,Italian Grand Prix
,2.0,NOR,1.69,Italian Grand Prix
,2.0,SAI,2.337,Italian Grand Prix
,2.0,HAM,2.978,Italian Grand Prix
,2.0,VER,3.785,Italian Grand Prix
,2.0,RUS,4.828,Italian Grand Prix
,2.0,PER,5.37,Italian Grand Prix
,2.0,ALB,6.237,Italian Grand Prix
,2.0,MAG,8.397,Italian Grand Prix
,2.0,ALO,6.908,Italian Grand Prix
,2.0,COL,10.991,Italian Grand Prix
,2.0,RIC,7.542,Italian Grand Prix
,2.0,OCO,9.53,Italian Grand Prix
,2.0,GAS,8.74,Italian Grand Prix
,2.0,BOT,12.013,Italian Grand Prix
,2.0,HUL,10.292,Italian Grand Prix
,2.0,ZHO,12.714,Italian Grand Prix
,2.0,STR,11.413,Italian Grand Prix
,2.0,TSU,10.034,Italian Grand Prix
,3.0,LEC,0.754,Italian Grand Prix
,3.0,PIA,0.0,Italian Grand Prix
,3.0,NOR,1.539,Italian Grand Prix
,3.0,SAI,2.434,Italian Grand Prix
,3.0,HAM,3.347,Italian Grand Prix
,3.0,VER,4.379,Italian Grand Prix
,3.0,RUS,5.3,Italian Grand Prix
,3.0,PER,5.866,Italian Grand Prix
,3.0,ALB,7.258,Italian Grand Prix
,3.0,MAG,9.72,Italian Grand Prix
,3.0,ALO,8.057,Italian Grand Prix
,3.0,COL,12.308,Italian Grand Prix
,3.0,RIC,8.869,Italian Grand Prix
,3.0,OCO,10.735,Italian Grand Prix
,3.0,GAS,10.125,Italian Grand Prix
,3.0,BOT,13.67,Italian Grand Prix
,3.0,HUL,11.465,Italian Grand Prix
,3.0,ZHO,14.45,Italian Grand Prix
,3.0,STR,12.886,Italian Grand Prix
,3.0,TSU,11.438,Italian Grand Prix
,4.0,LEC,0.869,Italian Grand Prix
,4.0,PIA,0.0,Italian Grand Prix
,4.0,NOR,2.012,Italian Grand Prix
,4.0,SAI,2.825,Italian Grand Prix
,4.0,HAM,4.374,Italian Grand Prix
,4.0,VER,5.317,Italian Grand Prix
,4.0,RUS,6.367,Italian Grand Prix
,4.0,PER,6.976,Italian Grand Prix
,4.0,ALB,9.09,Italian Grand Prix
,4.0,MAG,11.397,Italian Grand Prix
,4.0,ALO,9.773,Italian Grand Prix
,4.0,COL,13.863,Italian Grand Prix
,4.0,RIC,10.662,Italian Grand Prix
,4.0,OCO,12.337,Italian Grand Prix
,4.0,GAS,11.825,Italian Grand Prix
,4.0,BOT,15.299,Italian Grand Prix
,4.0,HUL,13.311,Italian Grand Prix
,4.0,ZHO,15.981,Italian Grand Prix
,4.0,STR,14.444,Italian Grand Prix
,4.0,TSU,12.941,Italian Grand Prix
,5.0,LEC,0.812,Italian Grand Prix
,5.0,PIA,0.0,Italian Grand Prix
,5.0,NOR,2.026,Italian Grand Prix
,5.0,SAI,3.171,Italian Grand Prix
,5.0,HAM,4.485,Italian Grand Prix
,5.0,VER,5.875,Italian Grand Prix
,5.0,RUS,7.201,Italian Grand Prix
,5.0,PER,7.763,Italian Grand Prix
,5.0,ALB,10.469,Italian Grand Prix
,5.0,MAG,12.879,Italian Grand Prix
,5.0,ALO,11.331,Italian Grand Prix
,5.0,COL,16.354,Italian Grand Prix
,5.0,RIC,12.253,Italian Grand Prix
,5.0,OCO,14.245,Italian Grand Prix
,5.0,GAS,13.526,Italian Grand Prix
,5.0,BOT,18.881,Italian Grand Prix
,5.0,HUL,20.38,Italian Grand Prix
,5.0,ZHO,20.577,Italian Grand Prix
,5.0,STR,17.018,Italian Grand Prix
,5.0,TSU,20.522,Italian Grand Prix
,6.0,LEC,0.872,Italian Grand Prix
,6.0,PIA,0.0,Italian Grand Prix
,6.0,NOR,2.191,Italian Grand Prix
,6.0,SAI,3.21,Italian Grand Prix
,6.0,HAM,4.801,Italian Grand Prix
,6.0,VER,6.368,Italian Grand Prix
,6.0,RUS,7.699,Italian Grand Prix
,6.0,PER,8.265,Italian Grand Prix
,6.0,ALB,11.812,Italian Grand Prix
,6.0,MAG,14.178,Italian Grand Prix
,6.0,ALO,12.639,Italian Grand Prix
,6.0,COL,17.808,Italian Grand Prix
,6.0,RIC,13.549,Italian Grand Prix
,6.0,OCO,15.326,Italian Grand Prix
,6.0,GAS,14.965,Italian Grand Prix
,6.0,BOT,20.777,Italian Grand Prix
,6.0,HUL,55.955,Italian Grand Prix
,6.0,ZHO,21.916,Italian Grand Prix
,6.0,STR,17.973,Italian Grand Prix
,6.0,TSU,24.392,Italian Grand Prix
,7.0,LEC,0.888,Italian Grand Prix
,7.0,PIA,0.0,Italian Grand Prix
,7.0,NOR,2.304,Italian Grand Prix
,7.0,SAI,3.507,Italian Grand Prix
,7.0,HAM,5.588,Italian Grand Prix
,7.0,VER,6.992,Italian Grand Prix
,7.0,RUS,8.327,Italian Grand Prix
,7.0,PER,9.281,Italian Grand Prix
,7.0,ALB,13.384,Italian Grand Prix
,7.0,MAG,15.585,Italian Grand Prix
,7.0,ALO,14.171,Italian Grand Prix
,7.0,COL,20.594,Italian Grand Prix
,7.0,RIC,14.844,Italian Grand Prix
,7.0,OCO,16.914,Italian Grand Prix
,7.0,GAS,16.367,Italian Grand Prix
,7.0,BOT,22.718,Italian Grand Prix
,7.0,HUL,57.419,Italian Grand Prix
,7.0,ZHO,23.879,Italian Grand Prix
,7.0,STR,19.763,Italian Grand Prix
,7.0,TSU,40.293,Italian Grand Prix
,8.0,LEC,0.887,Italian Grand Prix
,8.0,PIA,0.0,Italian Grand Prix
,8.0,NOR,2.408,Italian Grand Prix
,8.0,SAI,3.807,Italian Grand Prix
,8.0,HAM,5.889,Italian Grand Prix
,8.0,VER,7.34,Italian Grand Prix
,8.0,RUS,8.973,Italian Grand Prix
,8.0,PER,9.897,Italian Grand Prix
,8.0,ALB,14.777,Italian Grand Prix
,8.0,MAG,16.981,Italian Grand Prix
,8.0,ALO,15.294,Italian Grand Prix
,8.0,COL,22.409,Italian Grand Prix
,8.0,RIC,16.267,Italian Grand Prix
,8.0,OCO,18.397,Italian Grand Prix
,8.0,GAS,18.262,Italian Grand Prix
,8.0,BOT,24.354,Italian Grand Prix
,8.0,HUL,58.2,Italian Grand Prix
,8.0,ZHO,25.72,Italian Grand Prix
,8.0,STR,20.992,Italian Grand Prix
,9.0,LEC,0.874,Italian Grand Prix
,9.0,PIA,0.0,Italian Grand Prix
,9.0,NOR,2.697,Italian Grand Prix
,9.0,SAI,4.206,Italian Grand Prix
,9.0,HAM,6.549,Italian Grand Prix
,9.0,VER,8.015,Italian Grand Prix
,9.0,RUS,9.713,Italian Grand Prix
,9.0,PER,10.499,Italian Grand Prix
,9.0,ALB,16.068,Italian Grand Prix
,9.0,MAG,18.391,Italian Grand Prix
,9.0,ALO,16.888,Italian Grand Prix
,9.0,COL,24.256,Italian Grand Prix
,9.0,RIC,17.707,Italian Grand Prix
,9.0,OCO,19.391,Italian Grand Prix
,9.0,GAS,21.035,Italian Grand Prix
,9.0,BOT,26.167,Italian Grand Prix
,9.0,HUL,59.016,Italian Grand Prix
,9.0,ZHO,27.66,Italian Grand Prix
,9.0,STR,22.641,Italian Grand Prix
,10.0,LEC,1.229,Italian Grand Prix
,10.0,PIA,0.0,Italian Grand Prix
,10.0,NOR,3.011,Italian Grand Prix
,10.0,SAI,4.813,Italian Grand Prix
,10.0,HAM,7.381,Italian Grand Prix
,10.0,VER,8.902,Italian Grand Prix
,10.0,RUS,11.104,Italian Grand Prix
,10.0,PER,11.263,Italian Grand Prix
,10.0,ALB,17.701999999999998,Italian Grand Prix
,10.0,MAG,20.113,Italian Grand Prix
,10.0,ALO,18.643,Italian Grand Prix
,10.0,COL,26.468,Italian Grand Prix
,10.0,RIC,19.741,Italian Grand Prix
,10.0,OCO,21.349,Italian Grand Prix
,10.0,GAS,28.493,Italian Grand Prix
,10.0,BOT,28.208,Italian Grand Prix
,10.0,HUL,60.133,Italian Grand Prix
,10.0,ZHO,29.711,Italian Grand Prix
,10.0,STR,24.746,Italian Grand Prix
,11.0,LEC,1.828,Italian Grand Prix
,11.0,PIA,0.0,Italian Grand Prix
,11.0,NOR,3.212,Italian Grand Prix
,11.0,SAI,5.632,Italian Grand Prix
,11.0,HAM,8.072,Italian Grand Prix
,11.0,VER,9.633,Italian Grand Prix
,11.0,RUS,18.032,Italian Grand Prix
,11.0,PER,11.789,Italian Grand Prix
,11.0,ALB,19.189,Italian Grand Prix
,11.0,MAG,21.906,Italian Grand Prix
,11.0,ALO,20.154,Italian Grand Prix
,11.0,COL,28.828,Italian Grand Prix
,11.0,RIC,27.456,Italian Grand Prix
,11.0,OCO,23.451,Italian Grand Prix
,11.0,GAS,49.923,Italian Grand Prix
,11.0,BOT,30.431,Italian Grand Prix
,11.0,HUL,61.208,Italian Grand Prix
,11.0,ZHO,31.952,Italian Grand Prix
,11.0,STR,26.174,Italian Grand Prix
,12.0,LEC,1.996,Italian Grand Prix
,12.0,PIA,0.0,Italian Grand Prix
,12.0,NOR,3.119,Italian Grand Prix
,12.0,SAI,6.16,Italian Grand Prix
,12.0,HAM,8.256,Italian Grand Prix
,12.0,VER,9.853,Italian Grand Prix
,12.0,RUS,46.696,Italian Grand Prix
,12.0,PER,11.695,Italian Grand Prix
,12.0,ALB,19.909,Italian Grand Prix
,12.0,MAG,23.303,Italian Grand Prix
,12.0,ALO,25.146,Italian Grand Prix
,12.0,COL,30.58,Italian Grand Prix
,12.0,RIC,54.896,Italian Grand Prix
,12.0,OCO,24.657,Italian Grand Prix
,12.0,GAS,50.245,Italian Grand Prix
,12.0,BOT,31.89,Italian Grand Prix
,12.0,HUL,61.626,Italian Grand Prix
,12.0,ZHO,33.552,Italian Grand Prix
,12.0,STR,27.373,Italian Grand Prix
,13.0,LEC,2.855,Italian Grand Prix
,13.0,PIA,0.0,Italian Grand Prix
,13.0,NOR,3.808,Italian Grand Prix
,13.0,SAI,6.913,Italian Grand Prix
,13.0,HAM,8.915,Italian Grand Prix
,13.0,VER,10.14,Italian Grand Prix
,13.0,RUS,46.572,Italian Grand Prix
,13.0,PER,12.066,Italian Grand Prix
,13.0,ALB,20.772,Italian Grand Prix
,13.0,MAG,24.919,Italian Grand Prix
,13.0,ALO,46.07,Italian Grand Prix
,13.0,COL,32.32,Italian Grand Prix
,13.0,RIC,56.348,Italian Grand Prix
,13.0,OCO,26.046,Italian Grand Prix
,13.0,GAS,50.391,Italian Grand Prix
,13.0,BOT,33.569,Italian Grand Prix
,13.0,HUL,61.939,Italian Grand Prix
,13.0,ZHO,35.684,Italian Grand Prix
,13.0,STR,28.846,Italian Grand Prix
,14.0,LEC,3.413,Italian Grand Prix
